hotel_name,date,ADR,ADR_Competition,Occupancy_%,Occupancy_Competition_%,Rooms_Available,Rooms_Sold,Justification
St Regis Dubai,22/11/2024,1266.61,1164.77,87.2,87.5,230,201,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,23/11/2024,1338.3,1193.78,92.4,90.5,230,213,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,24/11/2024,1380.31,1104.17,74.9,84.7,230,172,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,25/11/2024,1276.97,1121.08,85.8,87.1,230,197,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,26/11/2024,1155.97,1091.79,78.8,82.1,230,181,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,27/11/2024,1238.27,1077.29,86.1,88.3,230,198,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,28/11/2024,1207.45,1057.1,82.1,86.8,230,189,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,29/11/2024,1285.12,1146.67,85.7,86.6,230,197,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,30/11/2024,1308.9,1147.17,82.1,86.2,230,189,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,01/12/2024,1233.89,1120.33,85.2,88.5,230,196,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,02/12/2024,1287.97,1104.01,70.7,78.1,230,163,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,03/12/2024,1238.1,1046.47,83.5,81.0,230,192,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,04/12/2024,1217.47,1078.14,90.4,87.9,230,208,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,05/12/2024,1374.69,1164.58,83.8,86.2,230,193,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,06/12/2024,1287.47,1178.53,84.5,86.5,230,194,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,07/12/2024,1257.33,1145.8,92.3,91.9,230,212,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,08/12/2024,1313.02,1099.79,74.7,79.0,230,172,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,09/12/2024,1101.97,1073.34,81.7,82.5,230,188,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,10/12/2024,1320.56,1146.78,80.8,79.4,230,186,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,11/12/2024,1306.77,1137.2,76.6,82.0,230,176,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,12/12/2024,1274.05,1084.81,89.3,89.0,230,205,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,13/12/2024,1207.74,1135.07,83.7,89.9,230,193,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,14/12/2024,1294.18,1163.18,81.1,87.8,230,187,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,15/12/2024,1218.12,1114.11,70.3,78.9,230,162,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,16/12/2024,1325.05,1096.34,82.5,88.3,230,190,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,17/12/2024,1232.02,1077.47,77.4,79.5,230,178,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,18/12/2024,1326.13,1122.55,78.2,82.5,230,180,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,19/12/2024,1152.52,1068.48,81.3,82.0,230,187,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,20/12/2024,1278.4,1183.88,92.1,94.8,230,212,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,21/12/2024,1246.77,1151.6,81.2,80.8,230,187,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,22/12/2024,1240.61,1121.78,82.1,83.0,230,189,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,23/12/2024,1143.97,1046.11,80.2,85.4,230,184,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,24/12/2024,1165.04,1107.27,83.2,84.3,230,191,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,25/12/2024,1230.63,1044.46,74.8,80.4,230,172,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,26/12/2024,1300.24,1104.3,76.1,79.4,230,175,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,27/12/2024,1348.01,1167.45,85.6,90.1,230,197,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,28/12/2024,1263.78,1124.06,75.4,85.6,230,173,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,29/12/2024,1295.94,1112.21,69.6,75.0,230,160,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,30/12/2024,1367.5,1118.27,76.4,82.9,230,176,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
